1947    49     80     7924       1  
1901    86     77     7937       2  
1859    113     78     7951       3  
1815    138     79     7971       4  
1776    159     76     7992       5  
1728    191     77     8006       6  
1682    210     87     8024       7  
1626    241     94     8041       8  
1584    259     101     8058       9  
1527    286     115     8073       10  
1466    311     128     8097       11  
1409    330     138     8125       12  
1359    345     142     8157       13  
1300    365     156     8184       14  
1231    390     167     8217       15  
1170    400     186     8250       16  
1105    409     207     8285       17  
1028    442     212     8324       18  
950    470     206     8380       19  
881    492     216     8419       20  
814    502     229     8463       21  
740    512     246     8510       22  
684    501     263     8560       23  
631    489     273     8615       24  
574    485     284     8665       25  
524    467     302     8714       26  
484    453     303     8767       27  
425    469     288     8827       28  
385    447     296     8881       29  
349    435     293     8932       30  
326    401     281     9002       31  
302    377     273     9055       32  
283    363     252     9110       33  
265    336     235     9173       34  
247    320     215     9228       35  
229    303     211     9268       36  
209    282     210     9310       37  
196    262     212     9341       38  
180    238     203     9390       39  
169    217     196     9429       40  
159    202     190     9460       41  
149    185     176     9500       42  
138    178     168     9526       43  
134    162     147     9568       44  
131    144     137     9599       45  
126    130     130     9625       46  
123    118     121     9649       47  
119    108     109     9674       48  
117    100     102     9691       49  
113    96     84     9716       50  
112    88     69     9740       51  
112    77     66     9754       52  
108    72     58     9771       53  
104    68     51     9785       54  
103    59     43     9803       55  
102    55     42     9809       56  
100    52     37     9819       57  
100    46     32     9830       58  
98    41     32     9837       59  
98    36     31     9843       60  
98    35     28     9847       61  
96    32     27     9853       62  
95    32     23     9858       63  
94    31     17     9866       64  
93    27     18     9870       65  
92    25     17     9874       66  
90    25     15     9878       67  
90    24     14     9880       68  
90    20     15     9883       69  
91    14     19     9885       71  
92    14     15     9889       71  
92    11     16     9891       72  
90    12     15     9892       73  
91    10     13     9896       74  
91    9     12     9898       75  
91    9     9     9900       76  
91    10     8     9900       77  
91    9     8     9901       78  
91    9     6     9904       79  
92    8     3     9908       81  
91    9     2     9909       81  
93    9     2     9908       82  
94    8     3     9907       83  
96    8     2     9908       84  
97    6     2     9909       86  
97    4     4     9909       86  
97    4     1     9911       87  
99    4     1     9910       88  
100    3     1     9910       92  
100    2     2     9910       93  
100    1     3     9910       93  
100    1     3     9909       94  
100    0     4     9909       95  
100    0     3     9910       97  
99    1     3     9910       98  
99    1     3     9909       98  
100    1     3     9909       98  
101    1     3     9909       99  
102    1     3     9909       99  
102    1     2     9908       100  
102    0     1     9909       102  
103    0     1     9909       103  
104    0     1     9909       105  
104    0     1     9908       107  
105    0     1     9908       107  
104    1     1     9908       108  
105    1     1     9908       108  
105    1     0     9909       111  
106    1     0     9909       111  
107    1     0     9909       111  
107    1     0     9908       111  
108    1     0     9907       112  
108    1     0     9905       114  
108    1     0     9904       116  
109    1     0     9904       117  
110    1     0     9904       117  
111    1     0     9904       118  
111    0     1     9904       119  
112    0     1     9904       119  
113    0     1     9904       121  
113    0     1     9903       123  
113    0     0     9904       123  
113    0     0     9903       123  
114    0     0     9903       126  
114    0     0     9902       127  
114    0     0     9901       128  
114    0     0     9900       128  
115    0     0     9899       129  
115    0     0     9898       129  
116    0     0     9898       137  
117    0     0     9898       138  
118    0     0     9898       139  
118    0     0     9897       140  
118    0     0     9896       140  
118    0     0     9895       141  
119    0     0     9895       141  
119    0     0     9894       142  
119    0     0     9893       142  
119    0     0     9892       149  
120    0     0     9892       150  
120    0     0     9891       150  
121    0     0     9891       151  
121    0     0     9890       152  
122    0     0     9890       155  
122    0     0     9889       155  
122    0     0     9888       156  
123    0     0     9888       156  
124    0     0     9888       157  
125    0     0     9888       158  
125    0     0     9887       161  
126    0     0     9887       164  
127    0     0     9887       167  
128    0     0     9887       169  
129    0     0     9887       171  
130    0     0     9887       173  
131    0     0     9887       173  
131    0     0     9886       173  
132    0     0     9886       175  
132    0     0     9885       176  
133    0     0     9885       176  
133    0     0     9884       177  
133    0     0     9883       179  
134    0     0     9883       179  
135    0     0     9883       181  
135    0     0     9882       184  
136    0     0     9882       184  
136    0     0     9881       188  
137    0     0     9881       189  
137    0     0     9880       190  
138    0     0     9880       193  
138    0     0     9879       193  
138    0     0     9878       194  
139    0     0     9878       194  
140    0     0     9878       194  
141    0     0     9878       199  
142    0     0     9878       199  
142    0     0     9877       199  
143    0     0     9877       199  
144    0     0     9877       200  
144    0     0     9876       202  
144    0     0     9875       203  
145    0     0     9875       205  
145    0     0     9874       205  
146    0     0     9874       208  
147    0     0     9874       208  
147    0     0     9873       209  
147    0     0     9872       211  
147    0     0     9871       212  
147    0     0     9870       213  
147    0     0     9869       213  
148    0     0     9869       216  
149    0     0     9869       217  
150    0     0     9869       217  
151    0     0     9869       218  
152    0     0     9869       221  
153    0     0     9869       221  
153    0     0     9868       223  
154    0     0     9868       223  
155    0     0     9868       223  
156    0     0     9868       224  
156    0     0     9867       225  
157    0     0     9867       227  
157    0     0     9866       232  
158    0     0     9866       232  
159    0     0     9866       232  
159    0     0     9865       232  
160    0     0     9865       234  
159    0     0     9865       234  
159    0     0     9864       235  
159    0     0     9863       235  
160    0     0     9863       236  
161    0     0     9863       237  
161    0     0     9862       237  
162    0     0     9862       238  
162    0     0     9861       239  
162    0     0     9860       239  
162    0     0     9859       241  
162    0     0     9858       242  
162    0     0     9857       242  
162    0     0     9856       243  
162    0     0     9855       243  
163    0     0     9855       244  
163    0     0     9854       244  
163    0     0     9853       245  
164    0     0     9853       245  
165    0     0     9853       246  
166    0     0     9853       247  
167    0     0     9853       250  
168    0     0     9853       254  
169    0     0     9853       256  
170    0     0     9853       259  
171    0     0     9853       260  
171    0     0     9852       260  
172    0     0     9852       260  
172    0     0     9851       261  
173    0     0     9851       265  
173    0     0     9850       266  
173    0     0     9849       267  
173    0     0     9848       267  
173    0     0     9847       267  
174    0     0     9847       269  
174    0     0     9846       270  
174    0     0     9845       271  
175    0     0     9845       271  
176    0     0     9845       272  
176    0     0     9844       272  
176    0     0     9843       272  
176    0     0     9842       274  
177    0     0     9842       275  
178    0     0     9842       275  
178    0     0     9841       276  
179    0     0     9841       277  
180    0     0     9841       278  
181    0     0     9841       279  
181    0     0     9840       279  
182    0     0     9840       280  
182    0     0     9839       281  
183    0     0     9839       282  
183    0     0     9838       282  
183    0     0     9837       282  
183    0     0     9836       286  
184    0     0     9836       286  
184    0     0     9835       288  
185    0     0     9835       289  
186    0     0     9835       289  
186    0     0     9834       292  
186    0     0     9833       292  
186    0     0     9832       297  
186    0     0     9831       301  
186    0     0     9830       303  
186    0     0     9829       303  
187    0     0     9829       304  
188    0     0     9829       305  
188    0     0     9828       309  
189    0     0     9828       313  
190    0     0     9828       313  
189    0     0     9828       315  
189    0     0     9827       316  
190    0     0     9827       317  
190    0     0     9826       318  
190    0     0     9825       319  
191    0     0     9825       319  
191    0     0     9824       322  
191    0     0     9823       322  
192    0     0     9823       323  
193    0     0     9823       324  
193    0     0     9822       325  
193    0     0     9821       326  
194    0     0     9821       327  
194    0     0     9820       328  
194    0     0     9819       328  
195    0     0     9819       329  
196    0     0     9819       330  
196    0     0     9818       331  
196    0     0     9817       332  
196    0     0     9816       333  
197    0     0     9816       333  
198    0     0     9816       334  
198    0     0     9815       335  
199    0     0     9815       339  
200    0     0     9815       340  
201    0     0     9815       340  
202    0     0     9815       341  
202    0     0     9814       342  
202    0     0     9813       343  
203    0     0     9813       344  
203    0     0     9812       345  
204    0     0     9812       345  
205    0     0     9812       345  
205    0     0     9811       345  
206    0     0     9811       348  
206    0     0     9810       349  
207    0     0     9810       350  
208    0     0     9810       351  
209    0     0     9810       354  
210    0     0     9810       355  
210    0     0     9809       357  
210    0     0     9808       358  
210    0     0     9807       358  
211    0     0     9807       360  
212    0     0     9807       360  
212    0     0     9806       360  
213    0     0     9806       361  
214    0     0     9806       362  
214    0     0     9805       362  
214    0     0     9804       364  
214    0     0     9803       364  
214    0     0     9802       365  
214    0     0     9801       366  
214    0     0     9800       368  
215    0     0     9800       368  
215    0     0     9799       368  
216    0     0     9799       371  
216    0     0     9798       372  
216    0     0     9797       373  
217    0     0     9797       374  
217    0     0     9796       375  
218    0     0     9796       376  
218    0     0     9795       377  
218    0     0     9794       377  
218    0     0     9793       378  
217    0     1     9793       379  
218    0     1     9793       380  
218    0     1     9792       380  
218    0     1     9791       381  
219    0     1     9791       381  
219    0     0     9792       383  
220    0     0     9792       384  
221    0     0     9792       386  
222    0     0     9792       386  
222    0     0     9791       387  
222    0     0     9790       388  
222    0     0     9789       389  
223    0     0     9789       393  
224    0     0     9789       394  
225    0     0     9789       394  
225    0     0     9788       395  
226    0     0     9788       396  
227    0     0     9788       398  
227    0     0     9787       401  
227    0     0     9786       403  
228    0     0     9786       404  
227    0     0     9786       405  
227    0     0     9785       405  
227    0     0     9784       408  
228    0     0     9784       409  
228    0     0     9783       410  
229    0     0     9783       411  
229    0     0     9782       413  
229    0     0     9781       415  
230    0     0     9781       416  
230    0     0     9780       416  
229    0     1     9780       416  
229    0     0     9781       417  
228    0     0     9781       417  
229    0     0     9781       420  
230    0     0     9781       421  
230    0     0     9780       422  
231    0     0     9780       423  
232    0     0     9780       423  
232    0     0     9779       424  
233    0     0     9779       424  
233    0     0     9778       426  
233    0     0     9777       427  
233    0     0     9776       429  
234    0     0     9776       429  
235    0     0     9776       431  
235    0     0     9775       431  
235    0     0     9774       431  
235    0     0     9773       436  
236    0     0     9773       437  
237    0     0     9773       438  
238    0     0     9773       439  
238    0     0     9772       446  
239    0     0     9772       453  
240    0     0     9772       455  
241    0     0     9772       456  
242    0     0     9772       457  
243    0     0     9772       457  
244    0     0     9772       457  
244    0     0     9771       457  
245    0     0     9771       458  
245    0     0     9770       459  
246    0     0     9770       459  
246    0     0     9769       460  
247    0     0     9769       461  
247    0     0     9768       462  
248    0     0     9768       465  
249    0     0     9768       467  
250    0     0     9768       467  
250    0     0     9767       468  
251    0     0     9767       471  
251    0     0     9766       472  
251    0     0     9765       472  
252    0     0     9765       474  
252    0     0     9764       475  
253    0     0     9764       475  
253    0     0     9763       475  
253    0     0     9762       476  
254    0     0     9762       477  
254    0     0     9761       477  
254    0     0     9760       477  
255    0     0     9760       478  
255    0     0     9759       481  
256    0     0     9759       488  
256    0     0     9758       490  
256    0     0     9757       491  
257    0     0     9757       491  
258    0     0     9757       492  
259    0     0     9757       493  
259    0     0     9756       494  
260    0     0     9756       495  
260    0     0     9755       495  
261    0     0     9755       498  
261    0     0     9754       499  
262    0     0     9754       499  
263    0     0     9754       500  
263    0     0     9753       500  
264    0     0     9753       500  
